question,answer
"Question: Vascular involvement and thrombosis is seen in -a) Coccidioidomycosisb) Aspergillosisc) Mucormycosisd) Histoplasmosis
Choices:
A. a
B. bc
C. ac
D. ad
Answer:",bc
"Question: Allergic Broncho-pulmonary Aspergillosis is commonly a complication of:
Choices:
A. TB
B. Bronchogenic carcinoma
C. Cystic-fibrosis
D. Wegener's granulomatosis
Answer:",Cystic-fibrosis
"Question: Fungal infection in AIDS -a) Mucormycosisb) Aspergillosisc) Disseminated candidiasisd) Mucocutaneous candidiasis
Choices:
A. ab
B. bc
C. cd
D. ac
Answer:",cd
"Question: End stage Lung disease seen in -a) Sarcoidosisb) Interstitial lung diseasec) Langerhans cell histiocytosisd) Aspergillosise) Asbestosis
Choices:
A. bcde
B. abce
C. acde
D. abde
Answer:",abce
"Question: Aspergillosis can present with all except
Choices:
A. Lung cavity
B. Ear infection
C. Normal component in sputum
D. Rhinocerebral involvement
Answer:",Rhinocerebral involvement
"Question: The site of occurrence of Subependymal Giant Cell Astrocytoma is
Choices:
A. Cerebellum
B. Pineal gland
C. Foramen of monro
D. Medulla Oblongata
Answer:",Foramen of monro
"Question: Subependymal Gaint Cell Astrocytoma is commonly associated with which of the following condition?
Choices:
A. Neurofibroma
B. Schwannoma
C. Ependymoma
D. Tuberous sclerosis
Answer:",Tuberous sclerosis
"Question: A Child presented with Adenoma sebaceum and intractable seizures. MRI showed sub ependymal giant cell Astrocytomas. Cause is
Choices:
A. Tuberous sclerosis
B. Neurofibromatosis
C. Sturge Weber syndrome
D. Von-Hippel Lindau syndrome
Answer:",Tuberous sclerosis
"Question: Common spinal cord tumor with intradural but extramedullary situation -a)  Meningiomab)  Neurofibromac)  Ependymomad) Astrocytoma
Choices:
A. ab
B. a
C. ad
D. bc
Answer:",ab
"Question: The gene responsible for Ataxia Telangiectasia is located on:
Choices:
A. Chromosome 1
B. Chromosome 5
C. Chromosome 11
D. Chromosome 12
Answer:",Chromosome 11
"Question: All are false regarding Ataxia Telangiectasia EXCEPT:
Choices:
A. Autosomal dominant
B. Prone for Development of Squamous Cell Carcinoma of Skin
C. Gene repair defect
D. Most common seen in adults
Answer:",Gene repair defect
"Question: Characteristic Auto antibodies of Autoimmune Hepatitis include all of the following, Except:
Choices:
A. Antinuclear Antibodies (ANA)
B. Anti SLA
C. Anti LKMI
D. ANCA
Answer:",ANCA
"Question: Babesiosis is transmitted by -
Choices:
A. Tick
B. Mites
C. Flea
D. Mosquito
Answer:",Tick
"Question: Babesiosis is most commonly transmitted by:
Choices:
A. Pigs
B. Rats
C. Sand fly
D. Ticks
Answer:",Ticks
"Question: True about Babesiosis -
Choices:
A. Caused by Babesia microtia
B. Resides in RBC
C. Resides in WBC
D. Chloroquine is the treatment of choice
Answer:",Caused by Babesia microtia
"Question: Babesiosis is transmitted by bite of:
Choices:
A. Mosquito
B. Sandfly
C. Reduviid bug
D. Tick
Answer:",Tick
"Question: True about Babesiosis -a) Caused by Babesia microtib) Resides in RBCc) Resides in WBCd) Chloroquine is the treament of choicee) It is filarial parasite
Choices:
A. ab
B. a
C. ad
D. bc
Answer:",ab
"Question: Babesiosis is transmitted by ?
Choices:
A. Tick
B. Mites
C. Flea
D. Mosquito
Answer:",Tick
"Question: Bejel is caused by -
Choices:
A. T. pallidum
B. T. endemicum
C. T. pertenue
D. T. carateum
Answer:",T. endemicum
"Question: Which of the following are histopathological features of Extra hepatic Biliary Atresia -a) Bile lakesb) Hepatocyte ballooning degenerationc) Marked bile duct proliferationd) Fibrosis of hepatic ducte) Parenchymal cholestasis
Choices:
A. cde
B. acd
C. bde
D. ade
Answer:",cde
"Question: Which of the following are histopathological features of Extra hepatic Biliary Atresia -
Choices:
A. Bile lakes
B. Hepatocyte ballooning degeneration
C. Marked bile duct proliferation
D. All
Answer:",Marked bile duct proliferation
"Question: Blastomycosis is characterized by all except ?
Choices:
A. Yeast like fungus
B. Commonly involves lung and skin
C. Dimorphic fungus
D. Common in South America
Answer:",Common in South America
"Question: Blastomycosis is characterized by all except
Choices:
A. Yeast like fungus
B. Commonly involves lung and skin
C. Dimorphic fungus
D. Common in South America
Answer:",Common in South America
"Question: True about Bloom Syndrome -
Choices:
A. Decreased IgG
B. Decreased IgM
C. IgA absent
D. Increased IgE
Answer:",Decreased IgM
"Question: Botulism is a disease of ?
Choices:
A. Neural transmission caused by the toxin of the bacterium clostridium botulinum
B. Muscular transmission caused by the toxin of the bacterium clostridium botulinum
C. Neuromuscular transmission caused by the toxin of the bacterium clostridium botulinum
D. Non neuromuscular transmission caused by the toxin of the bacterium clostridium botulinum
Answer:",Neuromuscular transmission caused by the toxin of the bacterium clostridium botulinum
"Question: Differential diagnosis of Botulism are all except -
Choices:
A. GB syndrome
B. Myasthenia gravis
C. Lambe Eaton syndrome
D. Clostridial myonecrosis
Answer:",Clostridial myonecrosis
"Question: Botulism characterised by  a) Seizure  b) Fever  c) Ascending paralysis  d) Descending symmetrical paralysis  e) Blurring of vision
Choices:
A. abc
B. bd
C. cde
D. de
Answer:",de
"Question: Clinical features of Botulism are all Except
Choices:
A. Diarrhea
B. Dysarthria
C. Ocular nerve paralysis
D. Blurring of vision
Answer:",Diarrhea
"Question: Botulism is most commonly seen with
Choices:
A. Food with preservatives
B. Home canned food
C. Commercially canned food
D. Unpasteurized milk
Answer:",Home canned food
"Question: All of the following statements about Botulism are true except -
Choices:
A. Botulism is caused by endotoxin
B. Honey ingestion causes infant botulism
C. Constipation is seen
D. Detection of antitoxin in the serum can aid in diagnosis
Answer:",Botulism is caused by endotoxin
"Question: All of the following statements about Botulism are true except :
Choices:
A. Botulism is caused by endotoxin
B. Honey ingestion causes infant botulism
C. Constipation is seen
D. Detection of antitoxin in the serum can aid in diagnosis
Answer:",Botulism is caused by endotoxin
"Question: Botulism causes
Choices:
A. Descending flaccid paralysis
B. Descending spastic paralysis
C. Ascending paralysis
D. Ascending spastic paralysis
Answer:",Descending flaccid paralysis
"Question: Clinical features of Botulism are all EXCEPT:
Choices:
A. Diarrhoea
B. Constipation
C. Ocular nerve paralysis
D. Blurring of vision
Answer:",Diarrhoea
"Question: Botulism is a disease of
Choices:
A. Neural transmission caused by the toxin of the bacterium clostridium botulinum
B. Muscular transmission caused by the toxin of the bacterium clostridium botulinum
C. Neuromuscular transmission caused by the toxin of the bacterium clostridium botulinum
D. Non neuromuscular transmission caused by the toxin of the bacterium clostridium botulinum
Answer:",Neuromuscular transmission caused by the toxin of the bacterium clostridium botulinum
"Question: All of the following statements about Botulism are true except
Choices:
A. Botulism is caused by endotoxin
B. Honey ingestion causes infant botulism
C. Constpation is seen
D. Detection of antitoxin in the serum can aid in diagnosis
Answer:",Botulism is caused by endotoxin
"Question: Botulism is most commonly due to -
Choices:
A. Egg
B. Milk
C. Meat
D. Canned vegetables
Answer:",Canned vegetables
"Question: Botulism is a disease of -
Choices:
A. Neural transmission caused by the toxin of the bacterium Clostridium botulinum
B. Muscular transmission caused by the toxin of the bacterium Clostridium botulinum
C. Neuromuscular transmission caused by the toxin of the bacterium Clostridium botulinum
D. Non neuromuscular transmission caused by the toxin of the bacterium Clostridium botulinum
Answer:",Neuromuscular transmission caused by the toxin of the bacterium Clostridium botulinum
"Question: Botulism is a disease of: -
Choices:
A. Neural transmission caused by the toxin of the bacterium Clostridium botulinum
B. Muscular transmission caused by the toxin of the bacterium Clostridium botulinum
C. Neuromuscular transmission caused by the toxin of the bacterium Clostridium botulinum
D. Non neuromuscular transmission caused by the toxin of the bacterium Clostridium botulinum
Answer:",Neuromuscular transmission caused by the toxin of the bacterium Clostridium botulinum
"Question: Which of the following is false about Botulism?
Choices:
A. It is a type food poisoning
B. Botulinum toxin is a potent neurotoxin
C. It is an infection and not intoxication
D. The causative organism is Clostridium botulinum
Answer:",It is an infection and not intoxication
"Question: Botulism is most commonly due to
Choices:
A. Egg
B. Milk
C. Meat
D. Pulses
Answer:",Meat
"Question: Botulism causes:
Choices:
A. Descending flaccid paralysis
B. Descending spastic paralysis
C. Ascending paralysis
D. Ascending spastic paralysis
Answer:",Descending flaccid paralysis
"Question: Brucellosis can be transmitted by all EXCEPT
Choices:
A. Contect with infected placenta
B. Ingestion of raw vegetables from infected farms
C. Person to person transmission
D. Inhalation of infected dust or aerosol
Answer:",Person to person transmission
"Question: Brucellosis can be transmitted by all of the following modes, except-
Choices:
A. Contact with infected placenta
B. Ingestion of raw vegetables from infected forms
C. Person to person transmission
D. Inhalation of infected dust or aerosol
Answer:",Person to person transmission
"Question: Direct zoonose is -a)  Rabiesb)  Brucellosisc)  Taeniasisd)  Hydatid disease
Choices:
A. ac
B. a
C. ad
D. ab
Answer:",ab
"Question: Brucellosis can be transmitted by all of the following modes, except:
Choices:
A. Contact with infected placenta
B. Ingestion of raw vegetables from infected farms
C. Person to person transmission
D. Inhalation of infected dust or aerosol
Answer:",Person to person transmission
"Question: Regarding Brucellosis, all of these are true except-
Choices:
A. Man to man transmission
B. A zoonosis
C. Blood cultures used in diagnosis
D. B melitensis is the most common cause
Answer:",Man to man transmission
"Question: Brucellosis can be transmitted by all of the following modes, except -
Choices:
A. Contact with infected placenta
B. Ingestion of raw vegatable from infected farms
C. Person to person transmission
D. Inhalation of infected dust or aerosol
Answer:",Person to person transmission
"Question: Regarding Brucellosis, all of these are true except?
Choices:
A. Man to man transmission
B. A zoonosis
C. Blood cultures used in diagnosis
D. B melitensis is the most common cause
Answer:",Man to man transmission
"Question: A farmer presenting with fever off and on for the past 4 years was diagnosed to be suffering from chronic Brucellosis. All of the following serological tests would be helpful in the diagnosis at this state except:
Choices:
A. Standard agglutination test
B. 2-mercapto-ethanol test
C. Complement fixation test
D. Coomb's test
Answer:",Standard agglutination test
"Question: Absolute lymphocytosis is seen in -a)  SLEb)  T.B.c) CLLd)  Brucellosis
Choices:
A. abc
B. bcd
C. ac
D. bd
Answer:",bcd
"Question: False about Brucellosis
Choices:
A. Also known as undulant  fever
B. B. melitensis is most virulent
C. Incubation period is 1-3 weeks
D. Antibiotic of choice is Ampicillin
Answer:",Antibiotic of choice is Ampicillin
"Question: Brugada Syndrome is associated with:
Choices:
A. Left Bundle Branch Block
B. Left Anterior Fascicular block
C. Left Posterior Fascicular block
D. Right Bundle Branch Block
Answer:",Right Bundle Branch Block
"Question: Which of the following is the site of Venous Thrombosis in Budd Chiari Syndrome?
Choices:
A. Infrahepatic inferior vena cava
B. Infrarenal inferior vena cava
C. Hepatic vein
D. Poal vein
Answer:",Hepatic vein
"Question: All of the following are features of SVC Syndrome except-
Choices:
A. Facial swelling
B. Dilatation and congestion of neck veins
C. Headache
D. Hoarseness of voice
Answer:",Hoarseness of voice
"Question: All of the following are features of SVC Syndrome except -
Choices:
A. Facial swelling
B. Dilatation and congestion of neck veins
C. Headache
D. Hoarseness of voice
Answer:",Hoarseness of voice
"Question: Caudal Regression Syndrome is seen in babies of mothers suffering from which of the following condition?
Choices:
A. PIH
B. Anaemia
C. Cardiac disease
D. Gestational diabetes
Answer:",Gestational diabetes
"Question: Which of the following agents is the drug of choice for Central Diabetes Insipidus -
Choices:
A. Desmopressin
B. Demeclocycline
C. Thiazide Diuretics
D. Lithium
Answer:",Desmopressin
"Question: CHARGE Syndrome includes?
Choices:
A. Choanal atresia
B. Coloboma of eye
C. Ear anomalies
D. All of above
Answer:",All of above
"Question: Chikungunya virus belongs to which family:
Choices:
A. Enterovirus
B. Herpes virus
C. Toga virus
D. None of the above
Answer:",Toga virus
"Question: Group B (flaviviruses) Arboviruses is/are-a) Dengue feverb) Rift valley feverc) Chikungunya feverd) J.E.e) Yellow fever
Choices:
A. acd
B. bde
C. ade
D. ad
Answer:",ade
"Question: Chikungunya is trasmittedb ?
Choices:
A. Aedes
B. Culex
C. Mansonoides
D. Anopheles
Answer:",Aedes
"Question: Disease(s) transmitted by Aedes aegypti include – a) Yellow feverb) Denguec) Chikungunya feverd) West Nile fever e) Rift valley fever
Choices:
A. bcde
B. abcd
C. acde
D. abce
Answer:",abce
"Question: Chikungunya is transmitted by ?
Choices:
A. Aedes
B. Culex
C. Mansonoides
D. Anopheles
Answer:",Aedes
"Question: Chikungunya is transmitted by
Choices:
A. Aedes
B. Culex
C. Mansonoides
D. Anopheles
Answer:",Aedes
"Question: Chikungunya is caused by ?
Choices:
A. Mosquito-borne Alphavirus
B. Mosquito-borne Beta virus
C. Mosquito-borne Gamma virus
D. Mosquito-borne Deltavirus
Answer:",Mosquito-borne Alphavirus
"Question: Chikungunya is transmitted by -
Choices:
A. Aedes
B. Culex
C. Mansonia
D. Anopheles
Answer:",Aedes
"Question: Cholangiocarcinoma ?
Choices:
A. Obesity
B. Opistorchissinensis infection
C. Salmonella carrier state
D. HBV infection
Answer:",Opistorchissinensis infection
"Question: Cholangiocarcinoma is associated with -
Choices:
A. Chlonorchis sinensis
B. Schistosoma
C. Plasmodium
D. None
Answer:",Chlonorchis sinensis
"Question: Cholangiocarcinoma histologically resembles ?
Choices:
A. Sq. cell type
B. Schirrhous type
C. Columnar cell type
D. All
Answer:",Schirrhous type
"Question: Cholangiocarcinoma has been associated with infection by:
Choices:
A. Paragonimus westermani
B. Clonorchis sinensis
C. Loa Loa
D. Schistosoma haematobium
Answer:",Clonorchis sinensis
"Question: Cholangiocarcinoma is caused by -a) Fasciola infestationb) Clonorchis infestationc) Paragonimus infestationd) Ascaris infestatione) None of these
Choices:
A. ac
B. ab
C. ad
D. bc
Answer:",ab
"Question: Which parasite causes Cholangiocarcinoma
Choices:
A. Fasciola hepatica
B. Fasciola buski
C. Clonorchis sinensis
D. Paragonimus westermani
Answer:",Clonorchis sinensis
"Question: Cholangiocarcinoma histologically resembles -
Choices:
A. Sq. cell type
B. Colloid cell type
C. Schirrhous type
D. Columnar cell type
Answer:",Schirrhous type
"Question: Cholangiocarcinoma -
Choices:
A. Obesity
B. Opistorchissinensis infection
C. Salmonella carrier state
D. HBV infection
Answer:",Opistorchissinensis infection
"Question: Cholangiocarcinoma has been associated with infection by
Choices:
A. Paragonimus westermani
B. Clonorchis sinensis
C. Loa Loa
D. Schistosoma haematobium
Answer:",Clonorchis sinensis
"Question: Cholangiocarcinoma histologically resembles
Choices:
A. Squamous cell type
B. Colloid cell type
C. Schirrhous type
D. Columnar type
Answer:",Schirrhous type
"Question: According to Bismuth classification, type IV Cholangiocarcinoma involves
Choices:
A. Common hepatic duct
B. Bifurcation only
C. Bifurcation and bilateral secondary intrahepatic ducts
D. Bifurcation and unilateral secondary intrahepatic ducts
Answer:",Bifurcation and bilateral secondary intrahepatic ducts
"Question: Cholangiocarcinoma most commonly metastases to-
Choices:
A. Liver
B. Bones
C. Lung
D. Pancrease
Answer:",Liver
"Question: Carrier stage seen in -a)  Poliob)  Cholerac)  Pertusis d) Plague e)  Tetanus
Choices:
A. da
B. abc
C. dea
D. ac
Answer:",abc
"Question: Select inappropriate statement regarding Cholera
Choices:
A. Incubation period 1-2 days
B. Rice - watery diarrhoea
C. Azithromycin is treatment of choice in adults
D. It is a notifiable disease locally, nationally and internationally
Answer:",Azithromycin is treatment of choice in adults
